frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
17,ok,request,0x01,0x03,0x0020,11,,true,670980815,672939130,3354904.075,3364695.650,9791.575,349429.090,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
18,ok,response,0x01,0x03,0x0020,11,22,true,673806726,679431976,3369033.630,3397159.880,28126.250,4337.980,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F2 0D EE 00 01 00 02 00 00 00 00 F8 19,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.570V",
19,ok,request,0x01,0x03,0x0071,16,,true,751387746,753346062,3756938.730,3766730.310,9791.580,359778.850,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
20,ok,response,0x01,0x03,0x0071,16,32,true,754206299,761914981,3771031.495,3809574.905,38543.410,4301.185,01 03 20 0D EE 0D F1 0D F1 0D F1 0D EF 0D ED 0D ED 0D EE 0D EE 0D EF 0D EF 0D EE 0D EF 0D EE 0D EF 00 00 BE 6B,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.565V#6 max=3.569V#2,
21,ok,request,0x01,0x03,0x0010,15,,true,831980963,833939278,4159904.815,4169696.390,9791.575,350329.910,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
22,ok,response,0x01,0x03,0x0010,15,30,true,834814217,842106212,4174071.085,4210531.060,36459.975,4374.695,01 03 1E 00 00 00 00 02 0B 04 69 00 00 00 56 16 4C 00 00 00 1F 0E D8 01 AE 01 F4 01 01 00 00 00 00 AD 85,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0469 mode=standby err=NO bal=ON master=standalone sp=standby, prot=0x0000 (none), SOC=86%%, pack_v=57.08V, |pack_i|=0.00A, temp=31C",
23,ok,request,0x01,0x03,0x0020,11,,true,912183265,914141580,4560916.325,4570707.900,9791.575,350385.265,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
24,ok,response,0x01,0x03,0x0020,11,22,true,915213792,920839044,4576068.960,4604195.220,28126.260,5361.060,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F3 0D ED 00 01 00 02 00 00 00 00 E8 15,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.571V",
25,ok,request,0x01,0x03,0x0071,16,,true,992781206,994739521,4963906.030,4973697.605,9791.575,359710.810,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
26,ok,response,0x01,0x03,0x0071,16,32,true,995613366,1003322048,4978066.830,5016610.240,38543.410,4369.225,01 03 20 0D EE 0D EE 0D EE 0D EE 0D EE 0D EE 0D EF 0D F1 0D F1 0D EF 0D EE 0D EE 0D EF 0D EE 0D EE 00 00 E1 6C,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.566V#1 max=3.569V#8,
