frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
30,ok,exception,0x01,0x03,,,,true,1187867475,1188909140,5939337.375,5944545.700,5208.325,51760.200,01 83 01 80 F0,Growatt RS485 exception slave=0x01 func=0x03 code=0x01 crc=OK,exception func=0x03 code=0x01,
31,ok,request,0x01,0x03,0x0071,16,,true,1256788712,1258747026,6283943.560,6293735.130,9791.570,339397.860,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
32,ok,response,0x01,0x03,0x0071,16,32,true,1268607833,1276316125,6343039.165,6381580.625,38541.460,49304.035,01 03 20 0D 8E 0D 88 0D 8D 0D 8C 0D 8C 0D 8F 0D 8C 0D 8F 0D 90 0D 8E 0D 90 0D 92 0D 91 0D 8A 0D 8E 0D 8D 45 EA,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=16 min=3.464V#2 max=3.474V#12,
33,ok,request,0x01,0x03,0x0010,15,,true,1338370996,1340329310,6691854.980,6701646.550,9791.570,310274.355,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
34,ok,response,0x01,0x03,0x0010,15,30,true,1350207587,1357499217,6751037.935,6787496.085,36458.150,49391.385,01 03 1E 00 00 00 00 00 00 00 69 00 00 00 46 15 B0 00 00 00 1A 46 50 36 D8 4E 20 00 00 00 00 00 00 B0 35,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0069 mode=standby err=NO bal=ON master=standalone sp=none, prot=0x0000 (none), SOC=70%%, pack_v=55.52V, |pack_i|=0.00A, temp=26C",
35,ok,request,0x01,0x03,0x0020,11,,true,1419570600,1421528914,7097853.000,7107644.570,9791.570,310356.915,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
36,ok,exception,0x01,0x03,,,,true,1431403710,1432445376,7157018.550,7162226.880,5208.330,49373.980,01 83 01 80 F0,Growatt RS485 exception slave=0x01 func=0x03 code=0x01 crc=OK,exception func=0x03 code=0x01,
37,ok,request,0x01,0x03,0x0071,16,,true,1500369741,1502328056,7501848.705,7511640.280,9791.575,339621.825,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
38,ok,response,0x01,0x03,0x0071,16,32,true,1512206569,1519914860,7561032.845,7599574.300,38541.455,49392.565,01 03 20 0D 8E 0D 88 0D 8D 0D 8C 0D 8C 0D 8F 0D 8C 0D 8F 0D 90 0D 8E 0D 90 0D 92 0D 91 0D 8A 0D 8E 0D 8D 45 EA,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=16 min=3.464V#2 max=3.474V#12,
39,ok,request,0x01,0x03,0x0010,15,,true,1581761473,1583719787,7908807.365,7918598.935,9791.570,309233.065,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
40,ok,response,0x01,0x03,0x0010,15,30,true,1593605792,1600897421,7968028.960,8004487.105,36458.145,49430.025,01 03 1E 00 00 00 00 00 00 00 69 00 00 00 46 15 B0 00 00 00 1A 46 50 36 D8 4E 20 00 00 00 00 00 00 B0 35,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0069 mode=standby err=NO bal=ON master=standalone sp=none, prot=0x0000 (none), SOC=70%%, pack_v=55.52V, |pack_i|=0.00A, temp=26C",
41,ok,request,0x01,0x03,0x0020,11,,true,1662977382,1664935696,8314886.910,8324678.480,9791.570,310399.805,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
42,ok,exception,0x01,0x03,,,,true,1674801915,1675843580,8374009.575,8379217.900,5208.325,49331.095,01 83 01 80 F0,Growatt RS485 exception slave=0x01 func=0x03 code=0x01 crc=OK,exception func=0x03 code=0x01,
43,ok,request,0x01,0x03,0x0071,16,,true,1743781961,1745740276,8718909.805,8728701.380,9791.575,339691.905,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
44,ok,response,0x01,0x03,0x0071,16,32,true,1755606074,1763314365,8778030.370,8816571.825,38541.455,49328.990,01 03 20 0D 8E 0D 88 0D 8D 0D 8C 0D 8C 0D 8F 0D 8C 0D 8F 0D 90 0D 8E 0D 90 0D 92 0D 91 0D 8A 0D 8E 0D 8D 45 EA,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=16 min=3.464V#2 max=3.474V#12,
45,ok,request,0x01,0x03,0x0010,15,,true,1825160605,1827118920,9125803.025,9135594.600,9791.575,309231.200,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
46,ok,response,0x01,0x03,0x0010,15,30,true,1837004030,1844295660,9185020.150,9221478.300,36458.150,49425.550,01 03 1E 00 00 00 00 00 00 00 69 00 00 00 46 15 B0 00 00 00 1A 46 50 36 D8 4E 20 00 00 00 00 00 00 B0 35,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0069 mode=standby err=NO bal=ON master=standalone sp=none, prot=0x0000 (none), SOC=70%%, pack_v=55.52V, |pack_i|=0.00A, temp=26C",
47,ok,request,0x01,0x03,0x0020,11,,true,1906356835,1908315149,9531784.175,9541575.745,9791.570,310305.875,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
48,ok,exception,0x01,0x03,,,,true,1918201420,1919243085,9591007.100,9596215.425,5208.325,49431.355,01 83 01 80 F0,Growatt RS485 exception slave=0x01 func=0x03 code=0x01 crc=OK,exception func=0x03 code=0x01,
49,ok,request,0x01,0x03,0x0071,16,,true,1987169732,1989128046,9935848.660,9945640.230,9791.570,339633.235,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
