frame_no,status,frame_type,can_id,rtr_type,dlc,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,data_hex,summary,decoded,error
22,ok,standard,0x313,data,8,80761063,80806963,403805.315,404034.815,229.500,19773.750,16 4B 00 00 01 3E 56 64,Growatt CAN 0x313 pack V/I/SOC/SOH DLC=8 [16 4B 00 00 01 3E 56 64],0x313 pack V=57.07V I=+0.0A Tavg=31.8C SOC=86%% SOH=100%% lifeWarn=0,
23,ok,standard,0x314,data,8,84767720,84815220,423838.600,424076.100,237.500,19803.785,01 AE 01 F4 00 02 00 00,Growatt CAN 0x314 capacity/delta/cycles DLC=8 [01 AE 01 F4 00 02 00 00],0x314 RM=4.30Ah FCC=5.00Ah dV=2mV cycles=0,
24,ok,standard,0x319,data,8,88757572,88803872,443787.860,444019.360,231.500,19711.760,C0 0D F3 0D F1 01 04 00,Growatt CAN 0x319 cell extremes/status DLC=8 [C0 0D F3 0D F1 01 04 00],0x319 cell_max=3.571V#1 cell_min=3.569V#4 dV=2mV flags=0xC0 chem=LFP chgEn=0 disEn=0,
25,ok,standard,0x320,data,8,92757422,92802122,463787.110,464010.610,223.500,19767.750,4A 4B 0F 26 0F 13 07 80,Growatt CAN 0x320 maker/software DLC=8 [4A 4B 0F 26 0F 13 07 80],0x320 maker='JK' hw=0x0F swL=0x26 swHext=0x0F compat=0x13 ext=0x07,
26,ok,standard,0x321,data,8,96757275,96805575,483786.375,484027.875,241.500,19775.765,00 00 00 00 00 00 00 00,Growatt CAN 0x321 upgrade info DLC=8 [00 00 00 00 00 00 00 00],0x321 remote-upgrade unused (all zero),
27,ok,standard,0x322,data,8,100757527,100803427,503787.635,504017.135,229.500,19759.760,01 3D 00 00 02 04 56 56,Growatt CAN 0x322 temperature/SOC range DLC=8 [01 3D 00 00 02 04 56 56],0x322 Tmax=31.7C#2 Tmin=0.0C#4 SOCmax=86%% SOCmin=86%%,
28,ok,standard,0x323,data,8,104776984,104825684,523884.920,524128.420,243.500,19867.785,10 00 00 00 00 00 00 00,Growatt CAN 0x323 cell count/protection/warning DLC=8 [10 00 00 00 00 00 00 00],0x323 cellCount=16 prot3=0x00 prot4=0x00 prot5=0x00 warn3=0x00,
29,ok,standard,0x311,data,8,108776436,108822336,543882.180,544111.680,229.500,19753.760,02 40 01 7C 23 B6 00 34,Growatt CAN 0x311 status/limits DLC=8 [02 40 01 7C 23 B6 00 34],0x311 limits chgV=57.6V chgI=38.0A disI=914.2A status_tail=0x0034,
30,ok,standard,0x312,data,8,112768686,112816986,563843.430,564084.930,241.500,19731.750,00 00 00 00 01 00 00 00,Growatt CAN 0x312 protections/alarms DLC=8 [00 00 00 00 01 00 00 00],0x312 prot1=0x00 prot2=0x00 alm1=0x00 alm2=0x00 pack=1 pwrred=0x0000,
31,ok,standard,0x313,data,8,116758543,116804443,583792.715,584022.215,229.500,19707.785,16 4B 00 00 01 3E 56 64,Growatt CAN 0x313 pack V/I/SOC/SOH DLC=8 [16 4B 00 00 01 3E 56 64],0x313 pack V=57.07V I=+0.0A Tavg=31.8C SOC=86%% SOH=100%% lifeWarn=0,
