frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
44,ok,response,0x01,0x03,0x000F,22,44,true,1094443632,1104652430,5472218.160,5523262.150,51043.990,4833.380,01 03 2C 0D AD 0D A8 0D AC 0D AA 0D AC 0D AC 0D A9 0D AA 0D AA 0D AA 0D AA 0D AA 0D AA 0D AC 0D AA 0D AC 01 36 01 33 01 32 01 38 01 20 01 35 2B 25,PACE Modbus rsp slave=0x01 func=0x03 regs=0x000F..0x0024 bytes=44 crc=OK,"response regs 0x000F..0x0024: cells count=16 C01=3.501V C02=3.496V C03=3.500V C04=3.498V C05=3.500V C06=3.500V C07=3.497V C08=3.498V C09=3.498V C10=3.498V C11=3.498V C12=3.498V C13=3.498V C14=3.500V C15=3.498V C16=3.500V min=3.496V#2 max=3.501V#1, temp1=31.0C, temp2=30.7C, temp3=30.6C, temp4=31.2C, mos_temp=28.8C, env_temp=30.9C",
45,ok,request,0x01,0x03,0x0000,13,,true,1141497060,1143455375,5707485.300,5717276.875,9791.575,184223.150,01 03 00 00 00 0D 84 0F,PACE Modbus req slave=0x01 func=0x03 start=0x0000 count=13 crc=OK,read holding registers start=0x0000 count=13 poll-block,
46,ok,response,0x01,0x03,0x0000,13,26,true,1144425118,1150883737,5722125.590,5754418.685,32293.095,4848.715,01 03 1A FF B4 15 DD 00 59 00 64 01 BE 01 F4 01 F4 00 00 00 00 00 00 00 00 0E 00 00 00 CA B2,PACE Modbus rsp slave=0x01 func=0x03 regs=0x0000..0x000C bytes=26 crc=OK,"response regs 0x0000..0x000C: pack_i=-0.76A, pack_v=55.97V, SOC=89% raw=0x0059, SOH=100% raw=0x0064, remain=4.46Ah, full=5.00Ah, design=5.00Ah, cycles=0, warning=0x0000 (none), protection=0x0000 (none), status=0x0E00 (discharge, charge MOS, discharge MOS), balance=0x0000 (none)",
47,ok,request,0x01,0x03,0x000F,22,,true,1191454291,1193412606,5957271.455,5967063.030,9791.575,202852.770,01 03 00 0F 00 16 F4 07,PACE Modbus req slave=0x01 func=0x03 start=0x000F count=22 crc=OK,read holding registers start=0x000F count=22 poll-block,
48,ok,response,0x01,0x03,0x000F,22,44,true,1194448269,1204657067,5972241.345,6023285.335,51043.990,5178.315,01 03 2C 0D AE 0D A8 0D AC 0D AA 0D AC 0D AC 0D A9 0D A9 0D AA 0D AA 0D AA 0D AA 0D AC 0D AC 0D AA 0D AC 01 36 01 33 01 32 01 38 01 20 01 35 A5 6D,PACE Modbus rsp slave=0x01 func=0x03 regs=0x000F..0x0024 bytes=44 crc=OK,"response regs 0x000F..0x0024: cells count=16 C01=3.502V C02=3.496V C03=3.500V C04=3.498V C05=3.500V C06=3.500V C07=3.497V C08=3.497V C09=3.498V C10=3.498V C11=3.498V C12=3.498V C13=3.500V C14=3.500V C15=3.498V C16=3.500V min=3.496V#2 max=3.502V#1, temp1=31.0C, temp2=30.7C, temp3=30.6C, temp4=31.2C, mos_temp=28.8C, env_temp=30.9C",
49,ok,request,0x01,0x03,0x0000,13,,true,1241647593,1243605907,6208237.965,6218029.535,9791.570,184952.630,01 03 00 00 00 0D 84 0F,PACE Modbus req slave=0x01 func=0x03 start=0x0000 count=13 crc=OK,read holding registers start=0x0000 count=13 poll-block,
50,ok,response,0x01,0x03,0x0000,13,26,true,1244638097,1251096720,6223190.485,6255483.600,32293.115,5160.950,01 03 1A FF B4 15 DD 00 59 00 64 01 BE 01 F4 01 F4 00 00 00 00 00 00 00 00 0E 00 00 00 CA B2,PACE Modbus rsp slave=0x01 func=0x03 regs=0x0000..0x000C bytes=26 crc=OK,"response regs 0x0000..0x000C: pack_i=-0.76A, pack_v=55.97V, SOC=89% raw=0x0059, SOH=100% raw=0x0064, remain=4.46Ah, full=5.00Ah, design=5.00Ah, cycles=0, warning=0x0000 (none), protection=0x0000 (none), status=0x0E00 (discharge, charge MOS, discharge MOS), balance=0x0000 (none)",
51,ok,request,0x01,0x03,0x000F,22,,true,1291660204,1293618520,6458301.020,6468092.600,9791.580,202817.420,01 03 00 0F 00 16 F4 07,PACE Modbus req slave=0x01 func=0x03 start=0x000F count=22 crc=OK,read holding registers start=0x000F count=22 poll-block,
52,ok,response,0x01,0x03,0x000F,22,44,true,1294640417,1304849213,6473202.085,6524246.065,51043.980,5109.485,01 03 2C 0D AE 0D A8 0D AC 0D AC 0D AC 0D AC 0D A9 0D A9 0D AA 0D A9 0D AA 0D A9 0D AA 0D AA 0D AA 0D AC 01 36 01 34 01 32 01 38 01 20 01 35 69 AC,PACE Modbus rsp slave=0x01 func=0x03 regs=0x000F..0x0024 bytes=44 crc=OK,"response regs 0x000F..0x0024: cells count=16 C01=3.502V C02=3.496V C03=3.500V C04=3.500V C05=3.500V C06=3.500V C07=3.497V C08=3.497V C09=3.498V C10=3.497V C11=3.498V C12=3.497V C13=3.498V C14=3.498V C15=3.498V C16=3.500V min=3.496V#2 max=3.502V#1, temp1=31.0C, temp2=30.8C, temp3=30.6C, temp4=31.2C, mos_temp=28.8C, env_temp=30.9C",
53,ok,request,0x01,0x03,0x0000,13,,true,1341666733,1343625048,6708333.665,6718125.240,9791.575,184087.600,01 03 00 00 00 0D 84 0F,PACE Modbus req slave=0x01 func=0x03 start=0x0000 count=13 crc=OK,read holding registers start=0x0000 count=13 poll-block,
