frame_no,status,frame_type,can_id,rtr_type,dlc,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,data_hex,summary,decoded,error
82,ok,standard,0x355,data,8,2753888717,2753934997,13769443.585,13769674.985,231.400,125767.995,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
83,ok,standard,0x356,data,8,2779088196,2779134476,13895440.980,13895672.380,231.400,125765.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
84,ok,standard,0x35E,data,8,2804288475,2804332755,14021442.375,14021663.775,221.400,125769.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
85,ok,standard,0x35F,data,8,2829488754,2829536234,14147443.770,14147681.170,237.400,125779.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
86,ok,standard,0x35A,data,8,2905287490,2905331370,14526437.450,14526656.850,219.400,378756.280,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
87,ok,standard,0x351,data,8,2930487770,2930534050,14652438.850,14652670.250,231.400,125782.000,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
88,ok,standard,0x355,data,8,2956549243,2956595523,14782746.215,14782977.615,231.400,130075.965,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
89,ok,standard,0x356,data,8,2981687523,2981733803,14908437.615,14908669.015,231.400,125460.000,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
90,ok,standard,0x35E,data,8,3006887401,3006931681,15034437.005,15034658.405,221.400,125767.990,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
91,ok,standard,0x35F,data,8,3032087281,3032134761,15160436.405,15160673.805,237.400,125778.000,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
92,ok,standard,0x35A,data,8,3107686418,3107730298,15538432.090,15538651.490,219.400,377758.285,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
93,ok,standard,0x351,data,8,3132885897,3132932177,15664429.485,15664660.885,231.400,125777.995,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
94,ok,standard,0x355,data,8,3158086576,3158132856,15790432.880,15790664.280,231.400,125771.995,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
95,ok,standard,0x356,data,8,3183285655,3183331935,15916428.275,15916659.675,231.400,125763.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
96,ok,standard,0x35E,data,8,3208485535,3208529815,16042427.675,16042649.075,221.400,125768.000,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
97,ok,standard,0x35F,data,8,3233685414,3233732894,16168427.070,16168664.470,237.400,125777.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
98,ok,standard,0x35A,data,8,3309285351,3309329231,16546426.755,16546646.155,219.400,377762.285,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
99,ok,standard,0x351,data,8,3334976427,3335022707,16674882.135,16675113.535,231.400,128235.980,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
100,ok,standard,0x355,data,8,3360085107,3360131387,16800425.535,16800656.935,231.400,125312.000,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
101,ok,standard,0x356,data,8,3385284586,3385330866,16926422.930,16926654.330,231.400,125765.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
102,ok,standard,0x35E,data,8,3410484065,3410528345,17052420.325,17052641.725,221.400,125765.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
103,ok,standard,0x35F,data,8,3436545538,3436593018,17182727.690,17182965.090,237.400,130085.965,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
104,ok,standard,0x35A,data,8,3512083076,3512126956,17560415.380,17560634.780,219.400,377450.290,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
105,ok,standard,0x351,data,8,3537284156,3537330436,17686420.780,17686652.180,231.400,125786.000,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
106,ok,standard,0x355,data,8,3562482835,3562529115,17812414.175,17812645.575,231.400,125761.995,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
107,ok,standard,0x356,data,8,3587683114,3587729394,17938415.570,17938646.970,231.400,125769.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
108,ok,standard,0x35E,data,8,3612882993,3612927273,18064414.965,18064636.365,221.400,125767.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
109,ok,standard,0x35F,data,8,3638082472,3638129952,18190412.360,18190649.760,237.400,125775.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
110,ok,standard,0x35A,data,8,3713682810,3713726690,18568414.050,18568633.450,219.400,377764.290,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
111,ok,standard,0x351,data,8,3738882289,3738928569,18694411.445,18694642.845,231.400,125777.995,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
112,ok,standard,0x355,data,8,3764082569,3764128849,18820412.845,18820644.245,231.400,125770.000,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
113,ok,standard,0x356,data,8,3789282048,3789328328,18946410.240,18946641.640,231.400,125765.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
